amostra_id,atividade_id,troco_id,zona_ordem,valor,variavel,limite_inferior,limite_superior,razao
21703191468_76_Z2,21703191468,76,2,858.6525759577265,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21703191468_77_Z2,21703191468,77,2,857.2493477450638,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21703191468_78_Z2,21703191468,78,2,848.3793778551182,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21703191468_79_Z2,21703191468,79,2,846.5608465608466,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21703191468_80_Z2,21703191468,80,2,892.4485125858068,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_54_Z4,21729420815,54,4,790.0677200902983,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_81_Z4,21729420815,81,4,813.7957760124059,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_82_Z4,21729420815,82,4,727.8020378456982,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_109_Z4,21729420815,109,4,753.8416932444235,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_146_Z4,21729420815,146,4,770.3081232493134,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_162_Z3,21729420815,162,3,813.1693772312562,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_176_Z4,21729420815,176,4,935.3233830845772,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_177_Z4,21729420815,177,4,846.8052347959815,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_196_Z4,21729420815,196,4,719.6969696969549,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_209_Z4,21729420815,209,4,830.7372793354165,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_214_Z3,21729420815,214,3,1261.9888944977608,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_238_Z4,21729420815,238,4,820.985182218654,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_239_Z3,21729420815,239,3,1139.2405063290353,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_240_Z3,21729420815,240,3,743.4944237918287,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21729420815_270_Z4,21729420815,270,4,785.5116735762614,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21827489413_62_Z3,21827489413,62,3,728.2415630550657,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21827489413_63_Z2,21827489413,63,2,725.0,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21827489413_67_Z2,21827489413,67,2,780.1072647489033,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21827489413_69_Z3,21827489413,69,3,742.0232500618383,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21827489413_92_Z2,21827489413,92,2,726.6855066612843,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21827489413_100_Z2,21827489413,100,2,721.3881848313516,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21827489413_111_Z3,21827489413,111,3,871.656146678678,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
21827489413_113_Z2,21827489413,113,2,765.5502392344631,ritmo_alvo_s_km,190.23312168646476,718.5435026908469,"fora de 1,5 × IQR"
