,count,mean,std,min,1%,5%,50%,95%,99%,max,assimetria
ritmo_alvo_s_km,5376.0,469.967781650387,128.02547467264583,222.3045572434234,271.43261629820404,308.6866886659707,444.333736015808,710.9004739336492,934.8964655131551,1439.5994158147212,1.8166280708510956
declive_pct,5376.0,-0.022634312038526217,7.103262382121213,-48.1763839788016,-20.302388399502803,-11.403970625216344,-0.040579187565910446,11.496706637298532,20.248440724792637,37.87136940798587,-0.033816311705390865
altitude_normalizada,5376.0,0.25537280365327836,0.2169300123496798,0.0087411349027568,0.012219731523449899,0.07305689491319327,0.2113952422146136,0.800117644109861,1.0300424992051833,1.1540753209593806,1.9223154225013286
distancia_inicio_km,5376.0,5.9369233630952385,4.26835354592487,0.15,0.35,0.7,4.9,14.35,17.412499999999998,18.85,0.8179332381088592
subida_acumulada_m,5376.0,173.69473623098656,210.05343886532415,0.0,1.4989787071416742,3.2818535612039383,106.87637513207653,552.6481376402879,1059.8938328494896,1066.24074207906,2.4232834809341997
