feature,importancia_media_s_km,dispersao_atividades_s_km,n_atividades
subida_acumulada_m,15.184638101698754,9.758838662054448,34
declive_pct,10.992457380152032,18.50613436601612,34
distancia_inicio_km,4.069480048397871,4.828246819142598,34
zona_limite_inferior_bpm,0.26024594041449123,3.4371926072449424,34
altitude_normalizada,0.1498949154464768,1.1191326273869886,34
zona_ordem,0.13472836550928996,3.0888392940545035,34
comprimento_troco_m,0.030498749647284842,0.13266141431185435,34
zona_aberta,0.0,0.0,34
zona_limite_superior_bpm,-0.017863731546449296,2.843007548963647,34
