troco_id,distancia_inicio_m,distancia_fim_m,comprimento_troco_m,altitude_inicio_m,altitude_fim_m,altitude_media_m,altitude_normalizada,declive_pct,distancia_inicio_km,subida_acumulada_m,zona_ordem,zona_limite_inferior_bpm,zona_limite_superior_bpm,zona_aberta,ritmo_previsto_s_km,previsao_valida,pouco_suporte,n_amostras_suporte,n_atividades_suporte,ritmo_previsto_mmss_km,tempo_troco_previsto_s
19,950.0,1000.0,50.0,263.93837072215376,260.8917087881512,262.42871696047916,0.26242871696047915,-6.093323868005086,0.95,2.3308166193974102,5,185,206,0,294.6308686167303,True,True,0,0,04:55/km,14.731543430836515
20,1000.0,1050.0,50.0,260.8917087881512,257.73974188708615,259.3136735217907,0.2593136735217907,-6.303933802130132,1.0,2.3308166193974102,5,185,206,0,294.6308686167303,True,True,0,0,04:55/km,14.731543430836515
21,1050.0,1100.0,50.0,257.73974188708615,254.55537852358717,256.1379989769628,0.2561379989769628,-6.368726726997977,1.05,2.3308166193974102,5,185,206,0,294.6308686167303,True,True,0,0,04:55/km,14.731543430836515
22,1100.0,1150.0,50.0,254.55537852358717,252.1565087815517,253.28916739032266,0.25328916739032264,-4.797739484070917,1.1,2.3308166193974102,5,185,206,0,293.80036262773353,True,True,2,2,04:54/km,14.690018131386676
23,1150.0,1200.0,50.0,252.1565087815517,250.99321637426902,251.42549281906528,0.2514254928190653,-2.326584814565365,1.15,2.3308166193974102,5,185,206,0,293.80036262773353,True,False,18,6,04:54/km,14.690018131386676
24,1200.0,1250.0,50.0,250.99321637426902,249.75774806053056,250.66200857374497,0.250662008573745,-2.470936627476931,1.2,2.3308166193974102,5,185,206,0,293.80036262773353,True,False,18,7,04:54/km,14.690018131386676
25,1250.0,1300.0,50.0,249.75774806053056,246.01916666666665,247.74391443805266,0.24774391443805266,-7.477162787727821,1.25,2.3308166193974102,5,185,206,0,298.2650724227363,True,True,0,0,04:58/km,14.913253621136816
26,1300.0,1350.0,50.0,246.01916666666665,244.34464944229086,245.18098542799996,0.24518098542799996,-3.3490344487515813,1.3,2.3308166193974102,5,185,206,0,293.80036262773353,True,False,11,6,04:54/km,14.690018131386676
27,1350.0,1400.0,50.0,244.34464944229086,242.22262393520458,243.28151818968539,0.24328151818968538,-4.244051014172555,1.35,2.3308166193974102,5,185,206,0,293.80036262773353,True,False,5,5,04:54/km,14.690018131386676
28,1400.0,1450.0,50.0,242.22262393520458,242.31451025746938,242.04596282741304,0.24204596282741303,0.18377264452959707,1.4,2.422702941662209,5,185,206,0,293.80036262773353,True,False,40,10,04:54/km,14.690018131386676
29,1450.0,1500.0,50.0,242.31451025746938,242.07882718274476,242.51285761909415,0.24251285761909414,-0.4713661494492385,1.45,2.422702941662209,5,185,206,0,293.80036262773353,True,False,37,10,04:54/km,14.690018131386676
30,1500.0,1550.0,50.0,242.07882718274476,236.80080262271395,239.65452051114653,0.23965452051114652,-10.55604912006163,1.5,2.422702941662209,5,185,206,0,298.3875769883101,True,True,0,0,04:58/km,14.919378849415505
31,1550.0,1600.0,50.0,236.80080262271395,231.61362847549412,234.06372535966878,0.23406372535966877,-10.374348294439642,1.55,2.422702941662209,5,185,206,0,298.3875769883101,True,True,0,0,04:58/km,14.919378849415505
32,1600.0,1650.0,50.0,231.61362847549412,229.13389961389962,230.11024943693727,0.23011024943693725,-4.9594577231890185,1.6,2.422702941662209,5,185,206,0,293.80036262773353,True,False,6,6,04:54/km,14.690018131386676
33,1650.0,1700.0,50.0,229.13389961389962,228.4199553475449,228.84696001663073,0.22884696001663074,-1.427888532709403,1.65,2.422702941662209,5,185,206,0,293.80036262773353,True,False,68,11,04:54/km,14.690018131386676
34,1700.0,1750.0,50.0,228.4199553475449,225.43093393583732,227.06936746817553,0.22706936746817552,-5.978042823415194,1.7,2.422702941662209,5,185,206,0,294.6308686167303,True,True,2,2,04:55/km,14.731543430836515
35,1750.0,1800.0,50.0,225.43093393583732,221.57105279182852,223.4616999120733,0.2234616999120733,-7.719762288017591,1.75,2.422702941662209,5,185,206,0,298.2650724227363,True,True,1,1,04:58/km,14.913253621136816
36,1800.0,1850.0,50.0,221.57105279182852,217.53601526978315,219.5193782710203,0.21951937827102028,-8.070075044090743,1.8,2.422702941662209,5,185,206,0,298.2650724227363,True,True,1,1,04:58/km,14.913253621136816
37,1850.0,1900.0,50.0,217.53601526978315,216.90282010071792,217.12098856942103,0.21712098856942103,-1.2663903381304635,1.85,2.422702941662209,5,185,206,0,293.80036262773353,True,False,76,11,04:54/km,14.690018131386676
38,1900.0,1950.0,50.0,216.90282010071792,215.69947267570097,216.28546749493796,0.21628546749493796,-2.4066948500338867,1.9,2.422702941662209,5,185,206,0,293.80036262773353,True,False,61,10,04:54/km,14.690018131386676
39,1950.0,2000.0,50.0,215.69947267570097,215.31644444444447,215.4369272136927,0.2154369272136927,-0.7660564625130064,1.95,2.422702941662209,5,185,206,0,304.3082536606364,True,False,93,10,05:04/km,15.21541268303182
40,2000.0,2050.0,50.0,215.31644444444447,214.01292058266208,215.00654032125996,0.21500654032125996,-2.60704772356479,2.0,2.422702941662209,5,185,206,0,304.3082536606364,True,False,53,10,05:04/km,15.21541268303182
