modelo,mae_macro_s_km,rmse_macro_s_km,r2_macro,erro_assinado_macro_s_km,tempo_treino_medio_s,tempo_previsao_medio_s,n_atividades,melhoria_vs_dummy_pct,mae_macro_mmss_km,vencedor
GradientBoosting,68.5838107161086,87.651513255051,-1.1512948595709473,-5.051686079622069,0.8452787730570622,0.0021106403232004274,34,30.62168762863036,01:09,True
RandomForest,69.24714607077333,87.8839342956744,-1.118679247524128,1.6420822507883386,0.39557875202830045,0.04310268532229683,34,29.950667938088532,01:09,False
HistGradientBoosting,69.78689606329074,89.25729896163698,-1.2217710496323788,-2.814263920984398,0.96406359353012,0.005889082030454815,34,29.404665270807136,01:10,False
RedeNeuronal_MLP,75.43530457808066,95.5117632369223,-1.937542757256549,13.069087948152161,9.95924256647199,0.002039709705808063,34,23.690823385259105,01:15,False
Ridge,85.59926718868998,106.03524711972011,-6.037499182706114,3.0414289889869592,0.003642574909677291,0.001260363999309073,34,13.409117461266888,01:26,False
SVR_RBF,89.19224167520953,113.30051790901278,-7.373375612180811,-24.32790727079998,0.5343340447635616,0.015526290412012981,34,9.774520554717824,01:29,False
Dummy,98.85482706611799,120.03545730697512,-14.564192038404126,-5.851528412142001e-15,0.0010131711777135292,0.00031509817755945465,34,0.0,01:39,False
