fold,atividade_id,modelo,n_treino,n_teste,mae_s_km,rmse_s_km,r2,erro_assinado_s_km,tempo_treino_s,tempo_previsao_s
28,23219229363,Ridge,5275,101,46.59709207947513,65.01132943424297,-0.6715121389972858,36.72286737368282,0.0050465079984860495,0.001475201002904214
28,23219229363,RandomForest,5275,101,43.344749012726766,56.04009677817316,-0.2420217291259692,-10.256022401698015,0.44890418100112583,0.03915682800288778
28,23219229363,GradientBoosting,5275,101,59.35476752477864,70.67276955556729,-0.9753118203623623,-29.09847491226703,0.9752319580002222,0.002047422996838577
28,23219229363,HistGradientBoosting,5275,101,54.907124188815125,65.44772386684014,-0.6940278084698932,-24.023957382789465,0.9243987589870812,0.011133944004541263
28,23219229363,SVR_RBF,5275,101,40.68629160083903,56.69750572641089,-0.2713330808315635,26.950793023276695,0.5191486019903095,0.009327378997113556
28,23219229363,RedeNeuronal_MLP,5275,101,60.6506826170951,67.46711097477991,-0.8001789028474597,-31.165006794450278,10.049580938997678,0.00170150600024499
28,23219229363,Dummy,5275,101,57.60794865360521,74.21614644875707,-1.178352918038006,54.58483105867291,0.0008850150043144822,0.0002614940021885559
29,23299035298,Ridge,5201,175,72.73936656209165,80.06537834589896,-4.376994365481838,72.26464619717358,0.003047297999728471,0.000901515013538301
29,23299035298,RandomForest,5201,175,65.83356079996395,79.25826497135394,-4.2691332682370335,55.15129716625643,0.37063894599850755,0.04541318299015984
29,23299035298,GradientBoosting,5201,175,64.79970702020067,74.77793938600087,-3.6902613995244327,63.861242109360155,0.7111746220034547,0.0016070650017354637
29,23299035298,HistGradientBoosting,5201,175,64.30218881806397,76.80771948641272,-3.948343073585673,59.140580797237,0.8693249869975261,0.00433463099761866
29,23299035298,SVR_RBF,5201,175,58.954043104810815,64.75376113864375,-2.5170622792336665,54.36473224894698,0.5034244379930897,0.014234718008083291
29,23299035298,RedeNeuronal_MLP,5201,175,59.132628404999224,70.40855592675878,-3.1581574983077854,52.01766545508303,13.141772980990936,0.0019063689978793263
29,23299035298,Dummy,5201,175,81.71756516496146,86.66784086084093,-5.3003694260841465,79.49284486105626,0.0007934250024845824,0.00026734601124189794
30,23356119297,Ridge,5280,96,108.35668011181879,125.78387370597267,0.058975548637144826,64.85119358815588,0.003824724000878632,0.0012651779979933053
30,23356119297,RandomForest,5280,96,75.83828568335694,101.74872678290775,0.3842435859602126,23.926481314803727,0.4052488319866825,0.03850008199515287
30,23356119297,GradientBoosting,5280,96,68.95182826259533,95.00489527118975,0.4631623772163709,10.275129586968406,0.9945146959944395,0.0034375410032225773
30,23356119297,HistGradientBoosting,5280,96,71.30677932308363,96.41537650032525,0.4471038313369333,11.834628276409914,1.0173643000016455,0.006351164003717713
30,23356119297,SVR_RBF,5280,96,113.51482283547598,136.30393709518341,-0.10501399503385267,63.28486237516489,0.5194055780011695,0.00914116700005252
30,23356119297,RedeNeuronal_MLP,5280,96,68.52448221318195,96.69022595186071,0.4439470774346229,7.008150811124693,8.313994624011684,0.003771899006096646
30,23356119297,Dummy,5280,96,141.21771339954412,163.4973076851991,-0.5899087098171392,99.59027130592989,0.0013763250026386231,0.0004318409919505939
31,23379302381,Ridge,5288,88,110.7923132434854,112.31304471727,-92.76100850072976,110.7923132434854,0.0048376960039604455,0.001599081006133929
31,23379302381,RandomForest,5288,88,23.447054622834084,25.59086327859691,-3.8677889619138632,23.447054622834084,0.4407046210108092,0.04320234799524769
31,23379302381,GradientBoosting,5288,88,41.502805798432355,43.180416736542085,-12.85911591937142,41.502805798432355,0.8273178469971754,0.0022879329917486757
31,23379302381,HistGradientBoosting,5288,88,45.988084126284804,47.031175671268514,-15.441201005334378,45.988084126284804,0.8443513400125084,0.006585638999240473
31,23379302381,SVR_RBF,5288,88,129.5412008445236,129.9845703535423,-124.5872279437914,129.5412008445236,0.5655535700061591,0.008385473003727384
31,23379302381,RedeNeuronal_MLP,5288,88,48.24039017300711,50.23768523603117,-17.759493547676307,48.24039017300711,9.654803091994836,0.00243958699866198
31,23379302381,Dummy,5288,88,181.9583346763968,182.32764859069198,-246.09669157980665,181.9583346763968,0.0008103970030788332,0.00021986200590617955
32,23996168837,Ridge,5261,115,109.11283173570956,152.30734643816245,0.0594411835021853,-57.378121357789574,0.0033543899917276576,0.0007779070001561195
32,23996168837,RandomForest,5261,115,84.60640998653953,120.66334942213138,0.4096697906865714,-54.49211427615964,0.3888250199961476,0.04381902399472892
32,23996168837,GradientBoosting,5261,115,83.17009144508181,120.26031509843253,0.41360679371793996,-58.10942556764817,0.7436826219927752,0.0031800720025785267
32,23996168837,HistGradientBoosting,5261,115,74.77010830170929,107.15841964132008,0.5344172776557736,-49.80998382031092,0.8400186819926603,0.005591372988419607
32,23996168837,SVR_RBF,5261,115,113.9004652091926,155.91901431374802,0.014305311197723714,-56.512355437985654,0.5911987659928855,0.01842724598827772
32,23996168837,RedeNeuronal_MLP,5261,115,68.28931797129428,94.81437460417538,0.6355041190779683,-34.141987226614226,13.86053374799667,0.001662828988628462
32,23996168837,Dummy,5261,115,136.1533503114394,158.2059821362879,-0.014822429926642844,-19.1199862365388,0.0009458779968554154,0.00024193299759645015
33,24069625931,Ridge,5175,201,63.54849497773985,80.14832965869209,-0.43571936264570965,45.46919830939838,0.0033608029916649684,0.0009357450035167858
33,24069625931,RandomForest,5175,201,66.45272365754705,87.50560052309619,-0.7114030632462465,52.804171257855074,0.3682830100005958,0.04961367300711572
33,24069625931,GradientBoosting,5175,201,67.09267818770805,84.99734467223091,-0.6146980577086976,49.96065497636542,0.7199137450079434,0.0016693119978299364
33,24069625931,HistGradientBoosting,5175,201,74.60252861202697,96.70974129985528,-1.0903598198203754,56.52117777939504,0.8450794450036483,0.01592617300048005
33,24069625931,SVR_RBF,5175,201,54.414533414506586,73.09059135044099,-0.19399788387663341,30.76329593059669,0.520290964996093,0.017911988994455896
33,24069625931,RedeNeuronal_MLP,5175,201,61.95994700631953,89.01324939119915,-0.7708831921484354,48.03818963720976,9.097942566004349,0.002351051996811293
33,24069625931,Dummy,5175,201,85.24668747742939,97.12166881617637,-1.1082051901296688,70.41574637505217,0.0013939689961262047,0.00048067900934256613
34,24225591249,Ridge,5283,93,52.90004203483518,62.11467667612047,-10.086877548730815,51.064611903110126,0.004793348998646252,0.0014612879895139486
34,24225591249,RandomForest,5283,93,34.0610299219193,40.954688482280126,-3.8197892282663535,-26.475411911476513,0.41756740800337866,0.04432534798979759
34,24225591249,GradientBoosting,5283,93,27.80955012289862,35.657760612060585,-2.6536666669081055,15.020251671283418,0.7904205270024249,0.0016286099998978898
34,24225591249,HistGradientBoosting,5283,93,27.65607305748636,35.51173203263547,-2.623802354282088,-4.837455053416846,0.8118677849997766,0.004066241002874449
34,24225591249,SVR_RBF,5283,93,52.55529790724619,59.110615639982875,-9.040417180236467,52.28666060966726,0.5400983860017732,0.013085735001368448
34,24225591249,RedeNeuronal_MLP,5283,93,31.235278429814255,44.638889337164144,-4.725950031181062,-7.116073424177737,12.228175675001694,0.002015293008298613
34,24225591249,Dummy,5283,93,87.49234397506848,89.4589862709888,-21.996870418882988,87.49234397506848,0.0007847059896448627,0.00026564099243842065
