atividade_id,feature,importancia_media_s_km,importancia_desvio_s_km
21568213058,zona_ordem,-2.012510591716319,2.0223942538024895
21568213058,zona_limite_inferior_bpm,-5.117889762879445,2.048827133914208
21568213058,zona_limite_superior_bpm,-4.897178896239469,1.6731836691059283
21568213058,zona_aberta,0.0,0.0
21568213058,declive_pct,-0.1318392733147377,1.6335435400878262
21568213058,altitude_normalizada,0.20903566691457343,0.45654105368381825
21568213058,distancia_inicio_km,9.381497123704921,1.1336511367376287
21568213058,subida_acumulada_m,22.518592167739445,2.698064341107661
21568213058,comprimento_troco_m,0.0,0.0
21574110161,zona_ordem,-1.8999097983132125,0.7129505325390568
21574110161,zona_limite_inferior_bpm,-1.0705217167572627,0.9756169156637021
21574110161,zona_limite_superior_bpm,-0.8749398419582107,1.0219891861611445
21574110161,zona_aberta,0.0,0.0
21574110161,declive_pct,6.987652406734512,1.010325841041788
21574110161,altitude_normalizada,-2.1986036791633987,0.44149187770569454
21574110161,distancia_inicio_km,6.158914250118905,1.223797864643499
21574110161,subida_acumulada_m,20.01409730375524,3.374421299688722
21574110161,comprimento_troco_m,0.14510368601229545,0.23419646020001358
21604546980,zona_ordem,0.6706864364762097,0.4475604297504305
21604546980,zona_limite_inferior_bpm,0.5813482365809307,0.6008917129996254
21604546980,zona_limite_superior_bpm,0.6438745096041529,0.4224254131230872
21604546980,zona_aberta,0.0,0.0
21604546980,declive_pct,5.241262789162741,4.141097686549383
21604546980,altitude_normalizada,1.4971675271644245,0.4065595558701072
21604546980,distancia_inicio_km,1.579104002043799,1.0135956146651752
21604546980,subida_acumulada_m,17.14430667745181,8.317827488501624
21604546980,comprimento_troco_m,0.0,0.0
21648150892,zona_ordem,-2.595128590617614,0.6532910799655494
21648150892,zona_limite_inferior_bpm,-3.5937743129341655,0.38877635588164644
21648150892,zona_limite_superior_bpm,-3.082918503343005,0.595803815429424
21648150892,zona_aberta,0.0,0.0
21648150892,declive_pct,12.388234470719462,1.257318055619815
21648150892,altitude_normalizada,0.41465361673065504,0.10495199923823342
21648150892,distancia_inicio_km,11.83316370590104,1.6088086819015632
21648150892,subida_acumulada_m,26.158786740828567,2.6381751638713835
21648150892,comprimento_troco_m,0.0,0.0
