atividade_id,timestamp,distancia_m,altitude_m,fc_bpm,velocidade_fit_m_s
21568213058,2026-01-16 18:04:03+00:00,4202.13,89.39999999999998,170,2.575
21568213058,2026-01-16 18:04:07+00:00,4212.98,89.79999999999995,172,2.575
21568213058,2026-01-16 18:04:11+00:00,4224.16,90.60000000000002,175,2.585
21568213058,2026-01-16 18:04:12+00:00,4227.42,90.79999999999995,175,2.585
21568213058,2026-01-16 18:04:18+00:00,4242.17,90.39999999999998,178,2.594
21568213058,2026-01-16 18:04:22+00:00,4253.08,89.0,178,2.594
21568213058,2026-01-16 18:04:30+00:00,4273.98,88.0,180,2.622
21568213058,2026-01-16 18:04:31+00:00,4276.48,88.0,180,2.622
21568213058,2026-01-16 18:04:37+00:00,4292.93,87.0,182,2.631
21568213058,2026-01-16 18:04:41+00:00,4303.62,86.20000000000005,181,2.641
21568213058,2026-01-16 18:04:49+00:00,4324.71,86.20000000000005,183,2.659
21568213058,2026-01-16 18:04:56+00:00,4344.05,87.0,184,2.659
21568213058,2026-01-16 18:05:02+00:00,4360.53,87.20000000000005,181,2.669
21568213058,2026-01-16 18:05:07+00:00,4374.32,86.39999999999998,181,2.697
21568213058,2026-01-16 18:05:14+00:00,4391.61,85.60000000000002,181,2.706
21568213058,2026-01-16 18:05:22+00:00,4412.18,83.60000000000002,183,2.687
